id,measured,predicted,SMILES
OC(C1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1)=O,-0.7724069471672195,-2.961994,OC(C1=CC=C(S(N(CCC)CCC)(=O)=O)C=C1)=O
N(=Nc(cccc1)c1)c(cccc2)c2,-0.6830455540006718,-3.111728,N(=Nc(cccc1)c1)c(cccc2)c2
"1,3-Dimethylnaphthalene",-0.603613204519296,-4.147,Cc1cc(C)c2ccccc2c1
BrCCl,1.084324221959939,-0.84235225,BrCCl
Morin,-0.0043954181191676505,-2.7310000000000003,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O 
N(c(c(S1)cc(c2)C)c2)=C1c(ccc(N)c3)c3,-0.300777372121551,-4.328304,N(c(c(S1)cc(c2)C)c2)=C1c(ccc(N)c3)c3
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-1.0752427795649646,-5.7264565,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C
OC(C1=CC(S(N)(=O)=O)=C(Cl)C=C1NCC2=CC=CO2)=O,-0.5738260734637803,-3.0827755,OC(C1=CC(S(N)(=O)=O)=C(Cl)C=C1NCC2=CC=CO2)=O
mannitol,1.5559537970056079,0.647,OCC(O)C(O)C(O)C(O)CO 
O=S(=O)(N=C(N)CCSCc1nc(/N=C(/N)N)sc1)N,0.29496524898876714,-2.1286585,O=S(=O)(N=C(N)CCSCc1nc(/N=C(/N)N)sc1)N
Diazinon,-0.280919284751207,-3.989,CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C
CC1(C)CC(C)CC1,-0.6979391195284299,-3.5107345000000003,CC1(C)CC(C)CC1
C1CN(CCC2=CC=CS2)CCC1(COC)N(C(=O)CC)c3ccccc3,-0.3156709376493088,-4.333901999999998,C1CN(CCC2=CC=CS2)CCC1(COC)N(C(=O)CC)c3ccccc3
C12=CC=CC=C1NC(C3=CSC=N3)=N2,-0.20148693526983116,-3.03912,C12=CC=CC=C1NC(C3=CSC=N3)=N2
O(CCC1)C1,1.804179889134907,-0.041132726,O(CCC1)C1
Oc(ccc(c(cccc1)c1)c2)c2,-0.20148693526983116,-3.094414,Oc(ccc(c(cccc1)c1)c2)c2
"3,4-Dimethylpyridine",1.704889452283187,-2.0669999999999997,Cc1ccncc1C
O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,-0.9064490369170413,-2.5916825,O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1
O=C(NC(C(O)c(ccc(N(=O)=O)c1)c1)CO)C(Cl)Cl,0.4786525571644489,-3.1369724999999997,O=C(NC(C(O)c(ccc(N(=O)=O)c1)c1)CO)C(Cl)Cl
CCCCOCCCC,0.6077301250716843,-2.2296584999999998,CCCCOCCCC
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-1.1894267819444422,-4.384374,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C
c1ccc2c(c1)ccc3ncccc23,-0.1419126731587993,-3.884093,c1ccc2c(c1)ccc3ncccc23
Cc1c(C)cc2ccccc2c1,-0.8170876437504933,-4.533216,Cc1c(C)cc2ccccc2c1
Isopropyl acetate,1.2531179646078625,-1.1909999999999998,CC(C)OC(=O)C
Linuron,-0.25708957990679426,-3.5810000000000004,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
n3c(nc2c(nc(nc2N1CCCCC1)N(CCO)CCO)c3N4CCCCC4)N(CCO)CCO,-0.9560942553429009,-4.8396360000000005,n3c(nc2c(nc(nc2N1CCCCC1)N(CCO)CCO)c3N4CCCCC4)N(CCO)CCO
alloxantin,0.5382268192754807,0.919,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O)
c1ccccc1Cc2ccccc2,-0.5440389424082641,-4.7207835,c1ccccc1Cc2ccccc2
Butyraldehyde,1.521202144107506,-0.7490000000000001,CCCC=O
pregnenolone,-0.7823359908523916,-4.342,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C 
OCC(CC)CC,0.9453176103675315,-0.9257643,OCC(CC)CC
Quinoline,0.8807788264139136,-2.6630000000000003,c1ccc2ncccc2c1
O=S1(C2=CC(S(N)(=O)=O)=C(Cl)C=C2NCN1)=O,-0.300777372121551,-2.891814,O=S1(C2=CC(S(N)(=O)=O)=C(Cl)C=C2NCN1)=O
ClC(C=C1)=CC=C1C2=C(CC)N=C(N)N=C2N,-0.5142518113527484,-3.522914,ClC(C=C1)=CC=C1C2=C(CC)N=C(N)N=C2N
O=C(N(c(cccc1)c1)C)C,1.054537090904423,-1.10198655,O=C(N(c(cccc1)c1)C)C
2-Ethylnaphthalene,-0.603613204519296,-4.1,CCc1ccc2ccccc2c1
O=C(N(OC)C)Nc(ccc(c1)Cl)c1,0.2502845524054936,-2.5958155,O=C(N(OC)C)Nc(ccc(c1)Cl)c1
NC1=CC=C(S(NC2=NN=C(C)S2)(=O)=O)C=C1,0.1460295937111879,-2.104743,NC1=CC=C(S(NC2=NN=C(C)S2)(=O)=O)C=C1
O=S1(C2=CC(S(N)(=O)=O)=C(Cl)C=C2NCN1)=O,-0.300777372121551,-2.5526470000000003,O=S1(C2=CC(S(N)(=O)=O)=C(Cl)C=C2NCN1)=O
p-Hydroxyacetanilide,1.0148209161637352,-1.495,CC(=O)Nc1ccc(O)cc1
"2,2',3,5,5',6-PCB",-2.1575085412487094,-7.261,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl 
CC(O)(C)C(C)C,1.3226212704040663,-0.4248085,CC(O)(C)C(C)C
2-aminoanthracene,-1.0404911266668626,-3.7889999999999997,Nc3ccc2cc1ccccc1cc2c3 
O=C(NCC(=O)N1)C1,1.114111353015455,0.062448205,O=C(NCC(=O)N1)C1
Phenytoin,-0.5077979329573866,-3.057,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3
"2,3,4,5-Tetrachlorophenol",-0.03765771446449362,-4.335,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
c1cc(N)ccc1S(=O)(=O)Nc2nc(C)c(C)o2,0.3148233363591113,-2.5518235000000002,c1cc(N)ccc1S(=O)(=O)Nc2nc(C)c(C)o2
O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,-0.9064490369170413,-2.598859,O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1
O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4Cl)C)C3=O)C2)C1=O,0.09638437528532799,-3.169218,O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4Cl)C)C3=O)C2)C1=O
c1ccc(N)cc1C(=O)C,0.8907078700990856,-1.30513235,c1ccc(N)cc1C(=O)C
p-Chloronitrobenzene,0.07652628791498403,-2.9010000000000002,Clc1ccc(cc1)N(=O)=O
Methyl hexanoate,0.5978010813865124,-1.899,CCCCCC(=O)OC
Permethrin,-1.5970140252207519,-7.129,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2
O(C(C)C)C(C)C,0.9800692632656333,-1.0551709999999999,O(C(C)C)C(C)C
Propazine,-0.6731165103154997,-3.3289999999999997,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
6-Methylchrysene,-1.7355241846289007,-5.931,Cc1cc2c3ccccc3ccc2c4ccccc14
isocarbamid,0.45879446979410493,-1.508,C1N(C(=O)NCC(C)C)C(=O)NC1
Isopropalin,-1.695808009888213,-5.306,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O
Methyl benzoate ,0.6077301250716842,-2.4619999999999997,COC(=O)c1ccccc1
Cyclopentene ,0.48361707900703477,-1.72,C1CC=CC1
CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,-0.38517424344551265,-4.0017085,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl
CCCCCBr,0.002058460276194301,-3.072791,CCCCCBr
CC(=O)N(C)C,2.0772285904771364,0.84634595,CC(=O)N(C)C
m-Chlorobromobenzene,-0.06744484552000955,-3.928,Clc1cccc(Br)c1
Indapamide,-0.2541108668012428,-4.345,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O 
"2,4-PCB",-1.0802073014075506,-5.142,Clc1ccc(cc1)c2ccccc2Cl 
Diphenylamine,-0.21340178769203755,-3.8569999999999998,N(c1ccccc1)c2ccccc2
2-Nonanone,0.24532003056290747,-2.263,CCCCCCCC(=O)C
Rotenone,-0.6681519884729138,-5.246,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C 
Diethyl sulfide,0.8609207390435697,-1.598,CCSCC
s1cccc1,0.8063109987751239,-1.19894545,s1cccc1
NC1=CC=C(C(OCC)=O)C=C1,0.3694330766275571,-1.657455,NC1=CC=C(C(OCC)=O)C=C1
Benzyltrifluoride,0.2800716834610095,-3.0989999999999998,FC(F)(F)c1ccccc1
O=C(O)C(N)C(O)C,1.4814859693668179,0.6210079000000001,O=C(O)C(N)C(O)C
5-Allyl-5-phenylbarbital,0.3500714414414717,-2.36,O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1
c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)cc2,-1.9738212330730287,-7.5650895,c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)cc2
indazole,0.4538299479515188,-2.34,c2ccc1[nH]ncc1c2 
c1ccccc1CCC,-0.14687719500138538,-3.2884945,c1ccccc1CCC
COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC,-0.4596420710843024,-3.826129,COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC
CN1C(=C(c2ccccc2S1(=O)=O)O)/C(=N/c3ccccn3)/O,-0.4745356366120605,-3.094122,CN1C(=C(c2ccccc2S1(=O)=O)O)/C(=N/c3ccccn3)/O
c1c(F)c(F)cc(F)c1F,0.34461046741462725,-2.5059,c1c(F)c(F)cc(F)c1F
2-Methylpentane,-0.3305645031770669,-2.6,CCCC(C)C
Nerol,0.30489429267393936,-2.603,CC(C)=CCC/C(C)=C\CO
Tricresyl phosphate,-1.4575109614440853,-6.39,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1
O=C(c(cccc1)c1)C,0.8907078700990856,-1.447095,O=C(c(cccc1)c1)C
OC(C1=CC2=CC=CC=C2C=C1)=O,-0.34545806870482476,-2.6852885,OC(C1=CC2=CC=CC=C2C=C1)=O
5-Ethyl-5-phenylbarbital,0.3734046941016259,-2.272,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1
O=C(O)[C@@H](NC(=O)c1ccc(cc1)N(C)Cc2nc3c(nc2)nc(nc3N)N)CCC(=O)O,-0.603613204519296,-4.402538,O=C(O)[C@@H](NC(=O)c1ccc(cc1)N(C)Cc2nc3c(nc2)nc(nc3N)N)CCC(=O)O
"2,2',3,3',4,4',5,5'-PCB",-3.021335341858671,-8.468,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl
Methyl octanoate,-0.0475867581496656,-2.608,CCCCCCCC(=O)OC
Propylene,0.9899983069508053,-1.235,CC=C
probarbital,0.429007338738589,-1.6030000000000002,CCC1(C(C)C)C(=O)NC(=O)NC1=O 
"1,2-Benzenediol",1.8339670201904228,-1.635,Oc1ccccc1O
O(C(C(O)C(O)C1O)CO)C1Oc(c(ccc2)CO)c2,1.104182309330283,-1.26486085,O(C(C(O)C(O)C1O)CO)C1Oc(c(ccc2)CO)c2
O=C(Nc(ccc(c1)OC)c1)C,0.8807788264139136,-1.31134645,O=C(Nc(ccc(c1)OC)c1)C
3-Methyl-2-pentanol,1.1687210932839012,-1.381,CCC(C)CCO
Oc1cc(O)c2C(=O)CC(c3cc(O)c(O)cc3)Oc2c1,-0.27099024106603503,-2.606632,Oc1cc(O)c2C(=O)CC(c3cc(O)c(O)cc3)Oc2c1
Thiram,-0.4099968526584425,-2.444,CN(C)C(=S)SSC(=S)N(C)C 
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,0.4885816008496209,-2.52982,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2
CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,-0.38517424344551265,-3.9516925000000014,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl
c1cccc(Cl)c1C,-0.22134502264017514,-2.7162855,c1cccc(Cl)c1C
O=C(O)[C@H]1C(C)(C)S[C@@H](N21)[C@H](NC([C@@H](C3=CC=C(O)C=C3)N)=O)C2=O,0.5481558629606527,-2.104037,O=C(O)[C@H]1C(C)(C)S[C@@H](N21)[C@H](NC([C@@H](C3=CC=C(O)C=C3)N)=O)C2=O
O=NN(c(cccc1)c1)c(cccc2)c2,-0.33552902501965276,-3.0839494999999997,O=NN(c(cccc1)c1)c(cccc2)c2
"2,4-Dichlorophenol ",0.756665780349264,-3.22,Oc1ccc(Cl)cc1Cl
O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C,-1.0305620829816908,-3.5767075,O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C
O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@@H](c1ccccc1)N)[C@H]3SC2(C)C ,0.6871624745530602,-2.058256,O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@@H](c1ccccc1)N)[C@H]3SC2(C)C 
NC1=CC=C(C(OCC)=O)C=C1,0.3694330766275571,-1.8946180000000001,NC1=CC=C(C(OCC)=O)C=C1
COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC,-0.4596420710843024,-4.0082895,COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC
vamidothion,2.0941079647419283,-1.446,CNC(=O)C(C)SCCSP(=O)(OC)(OC)
N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C,-0.7922650345375634,-5.4689225,N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C
Quinonamid,-0.970987820870659,-3.988,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O
Epiandrosterone,-0.5390744205656782,-3.8819999999999997,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O
Cc1c(C)cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2c1,-0.300777372121551,-3.0003585,Cc1c(C)cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2c1
Pentachlorophenol,-0.5986486826767101,-4.835,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
Ethylcyclohexane,-0.583755117148952,-3.245,CCC1CCCCC1
COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,0.419078295053417,-2.5139535,COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3
Ditalimfos,-0.1369481513162134,-3.992,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O
4-Chlorotoluene,-0.002906061566391799,-3.2969999999999997,Cc1ccc(Cl)cc1
Ethinyl estradiol,-0.6085777263618819,-4.317,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C 
CCCCCCCOC(=O)c1ccc(N)cc1,-0.7575133816394614,-4.0501915,CCCCCCCOC(=O)c1ccc(N)cc1
OCC(CCCC)CC,0.4786525571644489,-2.1561615,OCC(CCCC)CC
CCC1(CCC(=O)NC1=O)c2ccccc2,0.3644685547849712,-2.4246745,CCC1(CCC(=O)NC1=O)c2ccccc2
RTI 19,-0.8314847570939925,-4.007,CCN2c1ccccc1N(C)C(=O)c3ccccc23 
Heptane,-0.7227617287413598,-2.97,CCCCCCC
c1c(Cl)ccc(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-2.912115861321779,-8.094803,c1c(Cl)ccc(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
ClC(C=C1)=CC2=C1NC(C=CC=C3)=C3C(N4CCN(C)CC4)=N2,-0.08233841104776764,-3.99265,ClC(C=C1)=CC2=C1NC(C=CC=C3)=C3C(N4CCN(C)CC4)=N2
Equilenin,-1.0752427795649646,-3.927,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O
difluron,-1.4624754832866713,-4.692,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2
C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-0.658222944787742,-4.099542,C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1
O=C(N)N(CC)N=O,1.0495725690618372,-0.98315615,O=C(N)N(CC)N=O
Butabarbital,0.33964594557204114,-1.9580000000000002,O=C1NC(=O)NC(=O)C1(CC)C(C)CC
O(CCCC1)C1,1.5112731004223339,-0.257991185,O(CCCC1)C1
COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC,-0.4596420710843024,-4.329862,COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-0.17169980421431522,-2.27413,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C
"1,2,3,4-Tetrahydronapthalene",-0.6433293792599839,-3.447,C1CCc2ccccc2C1
CN(C)CCC=C2c1ccccc1COc3ccccc23,-0.16177076052914324,-4.4843285,CN(C)CCC=C2c1ccccc1COc3ccccc23
1-Octadecanol,-2.644031681822136,-5.649,CCCCCCCCCCCCCCCCCCO
4-Heptanone,0.8807788264139136,-1.62,CCCC(=O)CCC
c1ccc2Sc3ccccc3N(CC4CN(C)CCC4)c2c1,-0.8270166874356655,-4.326267,c1ccc2Sc3ccccc3N(CC4CN(C)CCC4)c2c1
nitrofurantoin,-0.15184171684397127,-1.2429999999999999,O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 
RTI 10,-0.29680575464748216,-2.7710000000000004,O2c1ccccc1N(C)C(=O)c3cccnc23 
butacarb,-0.5787905953063661,-4.6419999999999995,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1
CCCI,0.38929116399790104,-2.2866869999999997,CCCI
Estradiol,-0.970987820870659,-4.138,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O
O=C(Nc(cccc1)c1)Nc(cccc2)c2,-0.03765771446449362,-3.3968485,O=C(Nc(cccc1)c1)Nc(cccc2)c2
O(C(OC(C1O)C(O)CO)C1O2)C2C(Cl)(Cl)Cl,0.6126946469142703,-1.6880438000000002,O(C(OC(C1O)C(O)CO)C1O2)C2C(Cl)(Cl)Cl
c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,-1.249001044055474,-5.251762,c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl
p-benzidine,0.1857457684518756,-2.613,Nc1ccc(cc1)c2ccc(N)cc2
Propylisopropylether,0.8609207390435697,-1.354,CCCOC(C)C
CC(C)NCC(O)COC1=C(C(C)=O)C=C(NC(CCC)=O)C=C1,0.19567481213704757,-2.967594,CC(C)NCC(O)COC1=C(C(C)=O)C=C(NC(CCC)=O)C=C1
Tetrachloromethane,0.3793621203127291,-2.6069999999999998,ClC(Cl)(Cl)Cl
c1cc(N)ccc1S(=O)(=O)NC(=N)N,0.5382268192754807,-2.3325169999999997,c1cc(N)ccc1S(=O)(=O)NC(=N)N
Benzo(a)pyrene,-2.7924708849154567,-6.0070000000000014,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
Oc(ccc(N)c1)c1,1.129004918543213,-0.43064465,Oc(ccc(N)c1)c1
Ethirimol,0.022909452015055346,-2.7319999999999998,CCCCc1c(C)nc(NCC)[nH]c1=O
RTI 16,-0.774392755904254,-3.411,CCN2c1ncccc1N(C)C(=S)c3cccnc23 
Nitrofen,-1.1844622601018562,-5.3610000000000015,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2
C1C(O)CC2CCC3C4CCC(=O)C4(C)CC(O)C3C2(C)C1,-0.2560966755382769,-3.6108015,C1C(O)CC2CCC3C4CCC(=O)C4(C)CC(O)C3C2(C)C1
CCCCCCCl,-0.022764148936735756,-3.4751084999999997,CCCCCCCl
2-Methylpentanol,0.9751047414230473,-1.381,CCCC(C)CO
c1ccccc1c2c(Cl)cccc2Cl,-1.0603492140372066,-5.4655555,c1ccccc1c2c(Cl)cccc2Cl
o-Nitrotoluene,0.3694330766275571,-2.589,Cc1ccccc1N(=O)=O
5-hydroxyquinoline,0.2651781179332514,-2.725,Oc1cccc2ncccc12 
c1ccccc1,0.7119850837659901,-1.540698,c1ccccc1
OCCOc(cccc1)c1,1.1736856151264867,-0.72787085,OCCOc(cccc1)c1
Digitoxin,-1.1015547453306695,-6.114,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C 
dimethirimol,0.41411377321083087,-3.57,CCCCc1c(C)nc(nc1O)N(C)C 
DEF,-1.0255975611391046,-4.074,CCCCSP(=O)(SCCCC)SCCCC
Medrogestone,-1.0901363450927224,-4.593,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,-0.6681519884729138,-4.5996635,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C
benzoin,0.11127794081308585,-3.148,OC(C(=O)c1ccccc1)c2ccccc2
"5,5-Dimethylbarbituric acid",0.661346960971613,-0.556,O=C1NC(=O)NC(=O)C1(C)C
C1CCCCCC1,-0.22134502264017514,-3.755729,C1CCCCCC1
O=C(NC(NC(=O)N1)C1=O)N,0.731843171136334,-1.7237345000000002,O=C(NC(NC(=O)N1)C1=O)N
O=C(C=C(CC1(C)C)C)C1,0.9999273506359773,-1.81572,O=C(C=C(CC1(C)C)C)C1
ClC(C=C1)=CC=C1C2=C(CC)N=C(N)N=C2N,-0.5142518113527484,-3.8018885,ClC(C=C1)=CC=C1C2=C(CC)N=C(N)N=C2N
C1C(C)C(C)CCC1,-0.62347129188964,-3.7645735,C1C(C)C(C)CCC1
O=C(OC)CCCCCCCCCCC,-0.8021940782227356,-4.3678055,O=C(OC)CCCCCCCCCCC
OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3CCN(CCCC(O)C4=CC=C(C(C)(C)C)C=C4)CC3,-2.316373240211461,-7.0276865000000015,OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3CCN(CCCC(O)C4=CC=C(C(C)(C)C)C=C4)CC3
Hexylbenzene ,-1.0603492140372066,-4.22,CCCCCCc1ccccc1
"2,6-Dimethylphenol",0.8857433482564996,-2.589,Cc1cccc(C)c1O
O=S1(C2=CC(S(N)(=O)=O)=C(Cl)C=C2NCN1)=O,-0.300777372121551,-2.5159275,O=S1(C2=CC(S(N)(=O)=O)=C(Cl)C=C2NCN1)=O
Ethyl pentanoate,0.6573753434975442,-1.899,CCCOC(=O)CCC
O=C(O)CCCCCCCCCCN,0.1857457684518756,-2.904092,O=C(O)CCCCCCCCCCN
C12=CC=CC=C1NC(C3=CSC=N3)=N2,-0.20148693526983116,-3.196526,C12=CC=CC=C1NC(C3=CSC=N3)=N2
"2-Methyl-1,3-Butadiene ",0.5183687319051368,-1.714,CC(=C)C=C
NC1=CC=C(S(NC2=NN=C(C)S2)(=O)=O)C=C1,0.1460295937111879,-2.3109435,NC1=CC=C(S(NC2=NN=C(C)S2)(=O)=O)C=C1
OC(C#C)(C(C(C(C(c(c(cc(O)c1)C2)c1)C3)C2)C4)(C3)C)C4,-0.6085777263618819,-4.504907,OC(C#C)(C(C(C(C(c(c(cc(O)c1)C2)c1)C3)C2)C4)(C3)C)C4
Ethyl butyrate,0.8907078700990856,-2.254,CCCCCOC(=O)CC
c1ccc(C)c(C)n1,1.7148184959683588,-0.25579979,c1ccc(C)c(C)n1
Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,-1.4277238303885695,-5.5615545,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O
Thiamphenicol,0.4568086610570705,-1.936,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl 
Cc1cc(C)c(NC(=O)C)cc1NS(=O)(=O)C(F)(F)F,-0.08233841104776764,-3.3261205,Cc1cc(C)c(NC(=O)C)cc1NS(=O)(=O)C(F)(F)F
2-methoxypteridine,0.9751047414230473,-1.589,COc2ncc1nccnc1n2
RTI 3,0.015462669251176307,-3.049,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 
